Applicant_ID,Current_position,Current_jd
867,Care Giver Greens Keeper Electronic Technician Sales Agent and Mail Carrier,"Help the clients perform their daily routinez, meds administration, redirect them in order to avoid behavioral outburst, community contact. Drove trucks, operated the turbo blower truck, maintained bunkers, landscaped assigned areas, pruned trees and disposed of branches, fixed divots, washed and waxed trucks, edged the figures. Assembled computer uninterruptible power supplies (UPS´s), prepared transformers for the UPS’s, welded the battery connectors to the circuits, verified with a multimeter the circuits operational voltage and signalized any malfunction by error codes to the repair techs, operated the solar panel guillotine and press, and supplied the production lines with materials. Troubleshooted software and hardware (PC’s and printers), optimized operative systems and configured networks. Sold publications, maintained and updated customers database, responsible for development and implementation of community demographics and maps, audited subscriptions, supervised 16 mail carriers and received their deposits; accounts receivable, balance and ledger."
868,Cashier,"Register ,bag ,Self scans (5) , Customer service,"
871,Customer Service,"Helped customers, answered phone calls, cleaned the store"
877,costumer service,prepare and serve food/ deserve
879,Home heath Aide,"Homecare certified aide skills, Light home cleaning, Cooking."
880,Nursing and Secretary Assistant,"I helped the secretary with time sheets, filing, and triage. I also helped the nurses with their patients and check their health."
894,Community Service Specialist,"*	Maintaining a safe environment for the public and students
*      Customer Service
*	Communicating with people
*	Monitoring the library floors using CCTV security systems
*	Patrolling the library floors
*	Dispatching officers to disturbances or suspicious activity
*	Unlocking and locking of doors for staff
*	Assisting police officers in non-emergency and emergency services
"
909,Executive Director,"Provide leadership in developing program, organizational and financial plans with the  staff, and carry out plans and policies ."
911,Volunteer,"I was required to work in a team as well as alone and I managed my own hours and I was required to dress ""dressy"""
920,Administrative Assistant,"I answer phones, faxing, copying sending emails, apart of the hiring process, staff and individual attendance"
922,Delivery Boy Summer Teacher Assistant,"Deliver food.
Clean kitchen.
Pack food into bags.
Take orders with phone. Assist instructor for class preparations
Enforce class order"
937,Beer Specialist,"customer service, product knowledge retail, sales, food handling, safety and sanitation"
938,SERVER,"*   Greeted and welcomed guests upon their arrival
*   Accommodated guests with special meal requests
*   Tracked guest satisfaction throughout the meal to ensure a pleasant dining experience
*   Entered guest orders into POS computer system for transmittal to kitchen staff
*   Greeted and welcomed guests upon their arrival
*   Accommodated guests with special meal requests
*   Tracked guest satisfaction throughout the meal to ensure a pleasant dining experience
*   Entered guest orders into POS computer system for transmittal to kitchen staff

"
943,Server,"*	Provided the customers with a pleasant dining experience and quality service.
*	Conducted final check of food items prior to serving customers to ensure quality maintenance.
*	Ensured the cleanliness of dining area and food items before serving.
*	Held responsibility of handling/serving all food items 
*	Worked in coordination with other departments to ensure that customers get quality service and satisfaction.
*	Assisted others in carrying out their part of preparing/serving meals.
*	Maintained serving standards and followed all regulations while performing duties.
*	Upsell different items
"
950,Corporate Accountant,"Preparing Financial Statements for the
International Operation"
952,IA sub,working with special needs childern
955,Musician/Teacher,I perform at various music venues around NYC and I teach music to students
959,"Server, Host, Foodrunner, Busser",Assisted guests in menu selection and recommendations tailored to their tastes by qualifying the guests needs.  Detail oriented towards ordering a ticket correctly the first time to cut down on food waste.  True understanding of team dynamics and support.  Able to meet or beat company expected check average with a 90%+ rate.
